filepath,label
server\ml_model\dataset\train\Apple___Apple_scab\f2fb711e-3bcb-4729-9352-205c8dd0576f___FREC_Scab 3118.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f2fb711e-3bcb-4729-9352-205c8dd0576f___FREC_Scab 3118_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f2fb711e-3bcb-4729-9352-205c8dd0576f___FREC_Scab 3118_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f2fb711e-3bcb-4729-9352-205c8dd0576f___FREC_Scab 3118_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f3303560-12ce-4e37-b62c-bfb5aad8aa0d___FREC_Scab 3332_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f3303560-12ce-4e37-b62c-bfb5aad8aa0d___FREC_Scab 3332_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f3303560-12ce-4e37-b62c-bfb5aad8aa0d___FREC_Scab 3332_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f33a08e5-03bb-4b97-991c-a1332866043d___FREC_Scab 2923.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f33a08e5-03bb-4b97-991c-a1332866043d___FREC_Scab 2923_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f34d9619-f182-4b2f-b1a3-1658cc298f9b___FREC_Scab 3440.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f34d9619-f182-4b2f-b1a3-1658cc298f9b___FREC_Scab 3440_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f34d9619-f182-4b2f-b1a3-1658cc298f9b___FREC_Scab 3440_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f34d9619-f182-4b2f-b1a3-1658cc298f9b___FREC_Scab 3440_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f3b61d33-8875-46a0-be57-ad3bda4cb5c6___FREC_Scab 3243.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f3b61d33-8875-46a0-be57-ad3bda4cb5c6___FREC_Scab 3243_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f3b61d33-8875-46a0-be57-ad3bda4cb5c6___FREC_Scab 3243_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f50d9c8b-ffd4-47aa-aac1-46762c0b1a26___FREC_Scab 3483.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f50d9c8b-ffd4-47aa-aac1-46762c0b1a26___FREC_Scab 3483_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f50d9c8b-ffd4-47aa-aac1-46762c0b1a26___FREC_Scab 3483_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f50d9c8b-ffd4-47aa-aac1-46762c0b1a26___FREC_Scab 3483_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f6144504-015b-426e-a967-0712cf7621e4___FREC_Scab 3420_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f684504f-ca6d-4f06-bb0e-2b296e3829b8___FREC_Scab 3314_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f684504f-ca6d-4f06-bb0e-2b296e3829b8___FREC_Scab 3314_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f6946261-1a18-4306-ba87-ca25344d9bd2___FREC_Scab 3525_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f6946261-1a18-4306-ba87-ca25344d9bd2___FREC_Scab 3525_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f6946261-1a18-4306-ba87-ca25344d9bd2___FREC_Scab 3525_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f777466d-15ee-4269-b90c-0d64bd099c0f___FREC_Scab 3409.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f777466d-15ee-4269-b90c-0d64bd099c0f___FREC_Scab 3409_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f777466d-15ee-4269-b90c-0d64bd099c0f___FREC_Scab 3409_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f777466d-15ee-4269-b90c-0d64bd099c0f___FREC_Scab 3409_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f79134e9-f8b2-4855-96bd-6b3ce814b32a___FREC_Scab 3116_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f79134e9-f8b2-4855-96bd-6b3ce814b32a___FREC_Scab 3116_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f79134e9-f8b2-4855-96bd-6b3ce814b32a___FREC_Scab 3116_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f79c50ef-d89d-4371-b581-810b37eb2ac9___FREC_Scab 3255.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f79c50ef-d89d-4371-b581-810b37eb2ac9___FREC_Scab 3255_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f79c50ef-d89d-4371-b581-810b37eb2ac9___FREC_Scab 3255_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f7c4bd45-5098-4b2c-bbfb-2e47c8f2d711___FREC_Scab 3361.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f7c4bd45-5098-4b2c-bbfb-2e47c8f2d711___FREC_Scab 3361_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f7c4bd45-5098-4b2c-bbfb-2e47c8f2d711___FREC_Scab 3361_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f7c4bd45-5098-4b2c-bbfb-2e47c8f2d711___FREC_Scab 3361_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f887b059-f797-442d-b2b6-a9cab0f76f43___FREC_Scab 3169.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f887b059-f797-442d-b2b6-a9cab0f76f43___FREC_Scab 3169_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f887b059-f797-442d-b2b6-a9cab0f76f43___FREC_Scab 3169_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f887b059-f797-442d-b2b6-a9cab0f76f43___FREC_Scab 3169_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f8e48799-c566-4b86-b7c8-a0e290fb7f25___FREC_Scab 3167.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f8e48799-c566-4b86-b7c8-a0e290fb7f25___FREC_Scab 3167_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f8e48799-c566-4b86-b7c8-a0e290fb7f25___FREC_Scab 3167_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f8e48799-c566-4b86-b7c8-a0e290fb7f25___FREC_Scab 3167_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f8ef99d9-9d01-4aeb-9248-e8c312c9a981___FREC_Scab 3129.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f8ef99d9-9d01-4aeb-9248-e8c312c9a981___FREC_Scab 3129_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f8ef99d9-9d01-4aeb-9248-e8c312c9a981___FREC_Scab 3129_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f957b91b-878a-4f53-b8b5-a8bf7fa2c773___FREC_Scab 2970.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f957b91b-878a-4f53-b8b5-a8bf7fa2c773___FREC_Scab 2970_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f957b91b-878a-4f53-b8b5-a8bf7fa2c773___FREC_Scab 2970_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f96cb3b3-172a-44d8-9720-d6a3ed87ced9___FREC_Scab 3036.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f96cb3b3-172a-44d8-9720-d6a3ed87ced9___FREC_Scab 3036_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f96cb3b3-172a-44d8-9720-d6a3ed87ced9___FREC_Scab 3036_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f9e4b1bc-36b0-40df-bb48-4e6ed48ec8b5___FREC_Scab 3514_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\f9e4b1bc-36b0-40df-bb48-4e6ed48ec8b5___FREC_Scab 3514_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fa9c1112-27fc-42db-930d-7e4956267ab5___FREC_Scab 3174.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fa9c1112-27fc-42db-930d-7e4956267ab5___FREC_Scab 3174_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fa9c1112-27fc-42db-930d-7e4956267ab5___FREC_Scab 3174_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fa9c1112-27fc-42db-930d-7e4956267ab5___FREC_Scab 3174_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fb911d9c-0445-4d0f-886e-50458b82d6c2___FREC_Scab 2972.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fb911d9c-0445-4d0f-886e-50458b82d6c2___FREC_Scab 2972_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fb911d9c-0445-4d0f-886e-50458b82d6c2___FREC_Scab 2972_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fb942296-ba33-40e5-ada0-6700365cf71d___FREC_Scab 2919_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fb942296-ba33-40e5-ada0-6700365cf71d___FREC_Scab 2919_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fbd09d7f-e816-408a-946e-e4009ec8cae1___FREC_Scab 3289.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fbd09d7f-e816-408a-946e-e4009ec8cae1___FREC_Scab 3289_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fbd09d7f-e816-408a-946e-e4009ec8cae1___FREC_Scab 3289_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fbd09d7f-e816-408a-946e-e4009ec8cae1___FREC_Scab 3289_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fc9c12dc-1bdb-402d-ada8-dc1b33c84d5b___FREC_Scab 2932.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fc9c12dc-1bdb-402d-ada8-dc1b33c84d5b___FREC_Scab 2932_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fc9c12dc-1bdb-402d-ada8-dc1b33c84d5b___FREC_Scab 2932_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fcb1ce1e-f60c-4a65-bfa4-157009760dad___FREC_Scab 3052_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fcb1ce1e-f60c-4a65-bfa4-157009760dad___FREC_Scab 3052_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fcd4d0fd-30c9-4b05-b0ea-ca74fd3cad72___FREC_Scab 3510_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fcd4d0fd-30c9-4b05-b0ea-ca74fd3cad72___FREC_Scab 3510_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fcd4d0fd-30c9-4b05-b0ea-ca74fd3cad72___FREC_Scab 3510_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fcee4ece-01ce-45aa-a0f1-f20aa2ec8efb___FREC_Scab 3325_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fcee4ece-01ce-45aa-a0f1-f20aa2ec8efb___FREC_Scab 3325_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fd3ae59f-e06e-403b-b317-83ee68aa9ea7___FREC_Scab 3492_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fd3ae59f-e06e-403b-b317-83ee68aa9ea7___FREC_Scab 3492_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fd3ae59f-e06e-403b-b317-83ee68aa9ea7___FREC_Scab 3492_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fd5a96b7-6623-41cc-b34c-3b940ea27286___FREC_Scab 3013_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fd5a96b7-6623-41cc-b34c-3b940ea27286___FREC_Scab 3013_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fd5a96b7-6623-41cc-b34c-3b940ea27286___FREC_Scab 3013_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fdc58f83-8a94-4f0c-aefe-c6f2b5028682___FREC_Scab 3014.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fdc58f83-8a94-4f0c-aefe-c6f2b5028682___FREC_Scab 3014_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fdc58f83-8a94-4f0c-aefe-c6f2b5028682___FREC_Scab 3014_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fdc58f83-8a94-4f0c-aefe-c6f2b5028682___FREC_Scab 3014_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fed05dda-1d4d-4de4-bbf2-517640b3c999___FREC_Scab 3446.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fed05dda-1d4d-4de4-bbf2-517640b3c999___FREC_Scab 3446_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\fed05dda-1d4d-4de4-bbf2-517640b3c999___FREC_Scab 3446_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\ff99efdc-a9f8-4360-9c64-f8274f456be5___FREC_Scab 3161.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\ff99efdc-a9f8-4360-9c64-f8274f456be5___FREC_Scab 3161_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\ff99efdc-a9f8-4360-9c64-f8274f456be5___FREC_Scab 3161_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\ff99efdc-a9f8-4360-9c64-f8274f456be5___FREC_Scab 3161_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Black_rot\0090d05d-d797-4c99-abd4-3b9cb323a5fd___JR_FrgE.S 8727.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\0090d05d-d797-4c99-abd4-3b9cb323a5fd___JR_FrgE.S 8727_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\0090d05d-d797-4c99-abd4-3b9cb323a5fd___JR_FrgE.S 8727_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\0090d05d-d797-4c99-abd4-3b9cb323a5fd___JR_FrgE.S 8727_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\0139bc6d-391c-4fd1-bcae-cc74dabfddd7___JR_FrgE.S 2734.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\0139bc6d-391c-4fd1-bcae-cc74dabfddd7___JR_FrgE.S 2734_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\0139bc6d-391c-4fd1-bcae-cc74dabfddd7___JR_FrgE.S 2734_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\0199a733-6d3f-4e66-a903-2d1d34457871___JR_FrgE.S 3079.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\0199a733-6d3f-4e66-a903-2d1d34457871___JR_FrgE.S 3079_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\0199a733-6d3f-4e66-a903-2d1d34457871___JR_FrgE.S 3079_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\0199a733-6d3f-4e66-a903-2d1d34457871___JR_FrgE.S 3079_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\01e94c43-0879-4e8c-9b61-c48cfed88dab___JR_FrgE.S 3024_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\01e94c43-0879-4e8c-9b61-c48cfed88dab___JR_FrgE.S 3024_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\01e94c43-0879-4e8c-9b61-c48cfed88dab___JR_FrgE.S 3024_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\02168189-aa75-4284-a7f0-8ca5901ea783___JR_FrgE.S 2948.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\02168189-aa75-4284-a7f0-8ca5901ea783___JR_FrgE.S 2948_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\02168189-aa75-4284-a7f0-8ca5901ea783___JR_FrgE.S 2948_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\02186b4f-a9e1-4d19-ae3d-6cfb0f4b106a___JR_FrgE.S 2828.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\02186b4f-a9e1-4d19-ae3d-6cfb0f4b106a___JR_FrgE.S 2828_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\02186b4f-a9e1-4d19-ae3d-6cfb0f4b106a___JR_FrgE.S 2828_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\02186b4f-a9e1-4d19-ae3d-6cfb0f4b106a___JR_FrgE.S 2828_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\02859ed3-f56a-4315-82a5-c1cb72717225___JR_FrgE.S 8584.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\02859ed3-f56a-4315-82a5-c1cb72717225___JR_FrgE.S 8584_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\02859ed3-f56a-4315-82a5-c1cb72717225___JR_FrgE.S 8584_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\028d1f49-303d-46b6-ae2b-50862fab78ca___JR_FrgE.S 2748.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\028d1f49-303d-46b6-ae2b-50862fab78ca___JR_FrgE.S 2748_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\032cf235-07ff-478f-b347-d55c07835bc5___JR_FrgE.S 8778_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\032cf235-07ff-478f-b347-d55c07835bc5___JR_FrgE.S 8778_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\033b1492-d5cf-4de7-a195-941f7780e092___JR_FrgE.S 8710.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\033b1492-d5cf-4de7-a195-941f7780e092___JR_FrgE.S 8710_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\033b1492-d5cf-4de7-a195-941f7780e092___JR_FrgE.S 8710_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\033b1492-d5cf-4de7-a195-941f7780e092___JR_FrgE.S 8710_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\03fd7154-2e33-4fb6-999d-bfc3a3f467fe___JR_FrgE.S 8681_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\03fd7154-2e33-4fb6-999d-bfc3a3f467fe___JR_FrgE.S 8681_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\04de1246-ecfa-4d2c-bc2d-16b81b0bd364___JR_FrgE.S 2970.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\04de1246-ecfa-4d2c-bc2d-16b81b0bd364___JR_FrgE.S 2970_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\04e74a0c-bda4-4e06-aeab-ec24b1007994___JR_FrgE.S 8782.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\04e74a0c-bda4-4e06-aeab-ec24b1007994___JR_FrgE.S 8782_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\04e74a0c-bda4-4e06-aeab-ec24b1007994___JR_FrgE.S 8782_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\04e74a0c-bda4-4e06-aeab-ec24b1007994___JR_FrgE.S 8782_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\05421496-3901-424d-b44a-1be1f2734cf1___JR_FrgE.S 3005.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\05421496-3901-424d-b44a-1be1f2734cf1___JR_FrgE.S 3005_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\05421496-3901-424d-b44a-1be1f2734cf1___JR_FrgE.S 3005_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\05421496-3901-424d-b44a-1be1f2734cf1___JR_FrgE.S 3005_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\057c985f-2a00-40fe-b48f-590aabd3babe___JR_FrgE.S 3015_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\057c985f-2a00-40fe-b48f-590aabd3babe___JR_FrgE.S 3015_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\05fb01a0-fd64-4b3d-a512-c0bda181811e___JR_FrgE.S 2889_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\05fb01a0-fd64-4b3d-a512-c0bda181811e___JR_FrgE.S 2889_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\05fd8037-fd27-4d26-9e5d-9a47856ab134___JR_FrgE.S 8770.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\05fd8037-fd27-4d26-9e5d-9a47856ab134___JR_FrgE.S 8770_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\05fd8037-fd27-4d26-9e5d-9a47856ab134___JR_FrgE.S 8770_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\0612c9fa-e647-4083-85e7-b1638452c24b___JR_FrgE.S 8771.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\0612c9fa-e647-4083-85e7-b1638452c24b___JR_FrgE.S 8771_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\0612c9fa-e647-4083-85e7-b1638452c24b___JR_FrgE.S 8771_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\073553c2-0e42-4c86-b929-b2201f3f7756___JR_FrgE.S 2819.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\073553c2-0e42-4c86-b929-b2201f3f7756___JR_FrgE.S 2819_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\073553c2-0e42-4c86-b929-b2201f3f7756___JR_FrgE.S 2819_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\073553c2-0e42-4c86-b929-b2201f3f7756___JR_FrgE.S 2819_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\076d95c0-1ca7-4ee8-9558-0f18e617813d___JR_FrgE.S 2737.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\076d95c0-1ca7-4ee8-9558-0f18e617813d___JR_FrgE.S 2737_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\076d95c0-1ca7-4ee8-9558-0f18e617813d___JR_FrgE.S 2737_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\076d95c0-1ca7-4ee8-9558-0f18e617813d___JR_FrgE.S 2737_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\079d0ba3-b207-4fc7-ace3-f2fe25c796b3___JR_FrgE.S 3038.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\079d0ba3-b207-4fc7-ace3-f2fe25c796b3___JR_FrgE.S 3038_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\079d0ba3-b207-4fc7-ace3-f2fe25c796b3___JR_FrgE.S 3038_90deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\079d0ba3-b207-4fc7-ace3-f2fe25c796b3___JR_FrgE.S 3038_new30degFlipLR.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\07dbfcca-71aa-4c14-b895-60dfb63f701d___JR_FrgE.S 3063_270deg.JPG,Apple___Black_rot
server\ml_model\dataset\train\Apple___Black_rot\07dbfcca-71aa-4c14-b895-60dfb63f701d___JR_FrgE.S 3063_90deg.JPG,Apple___Black_rot
